Sales org./Plant,Material,X-plant matl status,Material Type,Special procurement,Serial no. profile,Material description,Revision Level,Valid From,Change Number,Procurement type,Mat. Grp. Descr.,Fam. Grp. Descr.,Product hierarchy level 1,Product hierarchy,Prod. Seg. Descr.,Product Line,Base Unit of Measure,Country of origin,Comm./imp. code no.,Mat. Price,Price unit,Plant-sp.matl status,ACS part Type,Annual demand,Average cons. past 12 mons.,Forecast days,Plant stock,Consumption past month12,Consumption past month11,Consumption past month10,Consumption past month9,Consumption past month8,Consumption past month7,Consumption past month6,Consumption past month5,Consumption past month4,Consumption past month3,Consumption past month2,Consumption past month1,Forecast current month(1),Forecast month(2,Forecast month(3),Forecast month(4),Forecast month(5),Forecast month(6),Forecast month(7),Forecast month(8),Forecast month(9),Forecast month(10),Forecast month(11),Forecast month(12)
1000,3-1021-16,ST,SL,VN,,"PCBA,MAIN BD,ADAPT SCALE,TSTD,MGL83/84",C,05/25/2012,6033,F,CM - PCBA,FRS,MG83-,MG83-OTHERCOMPNT,FRS BI-OPTIC,Mag 8300- Other RM/S,N,MY,8473.30.1140,76.9600,1,DD,,0.000,7.167,0,53.000,2.000,15.000,3.000,10.000,10.000,0.000,14.000,4.000,5.000,5.000,1.000,17.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,3-1059-02,ST,SL,,,"PCBA,INDICATOR,TSTD,GRYPHON 2D",C,03/01/2011,Z_DLS_LOAD,F,CM - PCBA,HHS,GD44X,GD44XOTHERCOMPNT,HHS GENERAL DUTY,Gry 44XX D 2D Other,N,MY,8473.30.1180,1.4400,1,DD,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,5-2496,AA,SL,,,"BATTERY PACK,RECHARGABLE LI-ON,PS7000BT",C,03/01/2011,Z_DLS_LOAD,F,Batteries,HHS,P7KBT,P7KBTOTHERCOMPNT,HHS OTHER,PS 7XXX BT Other RM/,N,CN,8507.60.0020,20.2800,1,DD,,0.000,38.167,0,3.000,0.000,46.000,80.000,40.000,100.000,140.000,35.000,0.000,0.000,5.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,5-2764,,SL,VN,,"ASSY,VLDM MOUNT,VERTICAL,MGL 8500/9500",C,09/07/2017,24394,F,Sub-Assy,FRS,M85X+,M85X+OTHERCOMPNT,FRS BI-OPTIC,Mag 8500XT+ Other RM,N,VN,8473.30.5100,11.6100,1,DD,,94.000,8.750,46,8.000,17.000,16.000,0.000,0.000,30.000,0.000,0.000,10.000,0.000,6.000,18.000,8.000,3.000,9.000,11.000,8.000,8.000,8.000,8.000,7.000,9.000,7.000,9.000,7.000
1000,5-3142,ST,SL,,,"ASSY,MOTOR FACET WHEEL,MGL 8300",C,04/09/2014,13054,F,Sub-Assy,FRS,MG83-,MG83-OTHERCOMPNT,FRS BI-OPTIC,Mag 8300- Other RM/S,N,SG,8473.30.5100,14.1300,1,DD,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,5-3351,AX,SL,VN,DL00,"ASSY,SCANNER,QUICKSCAN D 2130/BLACK,5V,I",C,02/15/2017,22271,F,CM - Finished Goods,HHS,QSDSK,QSDSKOTHERASSY,HHS GENERAL DUTY,QS D Other Base Scan,N,VN,8471.90.0000,29.4300,1,DD,,12.000,4.750,1410,31.000,0.000,7.000,2.000,6.000,6.000,6.000,0.000,4.000,6.000,10.000,10.000,0.000,3.000,3.000,3.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,5-3352,AX,SL,VN,DL00,"ASSY,SCANNER,QUICKSCAN D 2130/WHITE,5V,I",C,02/15/2017,22271,F,CM - Finished Goods,HHS,QSDSK,QSDSKOTHERASSY,HHS GENERAL DUTY,QS D Other Base Scan,N,VN,8471.90.0000,28.9000,1,DD,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,5-3481-01,ST,SL,,,"ASSY,US/CAN,SNGL DSPL,SNGL INT,MGL8500XT",C,02/03/2016,19242,E,Sub-Assy,FRS,M85X+,M85X+OTHERCOMPNT,FRS BI-OPTIC,Mag 8500XT+ Other RM,N,,,22.4900,1,DD,,0.000,18.833,0,1.000,5.000,0.000,0.000,0.000,0.000,17.000,0.000,40.000,112.000,2.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,5-3500,AX,SL,SK,,"ASSY,PD8340-C028",C,12/16/2013,11490,F,CM - Finished Goods,HHS,PD8A0,PD8A0OTHERASSY,HHS RUGGED,PS 83XX D AR Other B,N,SK,8471.90.0000,125.1000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,52-0026-01,ST,SL,VN,,"ASSY,SCALE,SHEKEL,DC02,MGL83/84",C,09/11/2013,9527,F,Sub-Assy,FRS,MG83+,MG83+OTHERCOMPNT,FRS BI-OPTIC,Mag 8300+ Other RM/S,N,VN,8423.90.1000,107.5700,1,DD,,0.000,4.667,0,24.000,13.000,4.000,11.000,4.000,5.000,4.000,13.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,52-0079-02,ST,SL,,,"ASSY,BATTERY CABLE CONTACT,GRYPHON 2D",C,03/20/2015,14707,E,Sub-Assy,HHS,GD44X,GD44XOTHERCOMPNT,HHS GENERAL DUTY,Gry 44XX D 2D Other,N,,,3.2200,1,DD,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,652306013,ST,SL,SK,,GEL-2980 SMD JOYA CRADLE LED,C,06/29/2012,6465,F,CM - PCBA,MOB,JOYA*,JOYA*OTHERCOMPNT,MC STORE AUTOMATION,Joya Other RM/Subass,N,,,1.4400,1,D0,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,652355011,ST,SL,,,GEL-3053 SMD POWERSCAN MOBILE P. SUPPLY,C,03/01/2011,Z_DLS_LOAD,,CM - PCBA,HHS,PM830,PM830OTHERCOMPNT,HHS RUGGED,PS 83XX Mob Other RM,N,,,0.0000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,652935021,ST,SL,,,GEL-8266 FERMI SENSOR REWORKED 652935011,C,09/13/2016,19519,,CM - PCBA,HHS,GRYFS,GRYFSOTHERCOMPNT,HHS OEM SCAN ENGINES,GFS Other RM/Subassy,N,,,9.5500,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,654792011,ST,SL,,,GEL-4828 SMD MOTHERBOARD DISP 16KEYS,C,03/01/2011,Z_DLS_LOAD,,CM - PCBA,HHS,PM830,PM830OTHERCOMPNT,HHS RUGGED,PS 83XX Mob Other RM,N,,,0.0000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,654814012,PP,SL,,,GEL-4866 SMD MATRONG RADIO ADAPTER,C,03/01/2011,Z_DLS_LOAD,,CM - PCBA,HHS,HHSBU,HHSBUOTHERCOMPNT,HHS OTHER,HHS BU Other RM/Suba,N,,,0.0000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,654825012,ST,SL,,,GEL-4884 SMD RADIO ADAPT.SHORTSTRIP,C,03/01/2011,Z_DLS_LOAD,,CM - PCBA,HHS,HHSBU,HHSBUOTHERCOMPNT,HHS OTHER,HHS BU Other RM/Suba,N,,,0.0000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,661913120,ST,SL,,,GEL-3050 RADIO STARMOD 433 COAX CONN.,C,09/29/2011,4289,,CM - PCBA,HHS,PM830,PM830OTHERCOMPNT,HHS RUGGED,PS 83XX Mob Other RM,N,,,0.0000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,662083112,OB,SL,,,GEL-4912 MOTHER B. PBT8300-RB,C,07/07/2011,3839,,CM - PCBA,HHS,PM8A0,PM8A0OTHERCOMPNT,HHS RUGGED,PS 83XX Mob AR Other,N,,,0.0000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,662162013,ST,SL,,,GEL-2797 PCB GUN CONNECTOR,C,03/01/2011,Z_DLS_LOAD,,CM - PCBA,HHS,HHIND,HHINDOTHERCOMPNT,HHS RUGGED,HHS Acc Ind Other RM,N,,,0.0000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,662306013,ST,SL,SK,,GEL-2980 JOYA CRADLE LED,C,06/29/2012,6465,F,CM - PCBA,MOB,JOYA*,JOYA*OTHERCOMPNT,MC STORE AUTOMATION,Joya Other RM/Subass,N,,,4.4300,1,D0,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,662355011,ST,SL,,,GEL-3053 POWERSCAN MOBILE POWER SUPPLY,C,03/01/2011,Z_DLS_LOAD,,CM - PCBA,HHS,PM830,PM830OTHERCOMPNT,HHS RUGGED,PS 83XX Mob Other RM,N,,,0.0000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,662361012,ST,SL,VN,,GEL-3061 CONTACTS GUN,C,09/15/2014,14752,F,CM - PCBA,HHS,HHSBU,HHSBUOTHERCOMPNT,HHS OTHER,HHS BU Other RM/Suba,N,VN,8473.30.1180,2.5300,1,D0,,"1,985.000",602.000,281,0.000,834.000,932.000,389.000,457.000,368.000,650.000,544.000,559.000,641.000,645.000,767.000,438.000,110.000,600.000,650.000,625.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,663012012,ST,SL,,,"PCBA, GEL-7522 I/F PIEZO-RS/USB, TSTD",C,11/05/2015,18534,,CM - PCBA,HHS,GRYFS,GRYFSOTHERCOMPNT,HHS OEM SCAN ENGINES,GFS Other RM/Subassy,N,,,0.0000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,663012022,ST,SL,,,"PCBA, GEL-7523 I/F OEM, TSTD",C,11/05/2015,18534,,CM - PCBA,HHS,GRYFS,GRYFSOTHERCOMPNT,HHS OEM SCAN ENGINES,GFS Other RM/Subassy,N,,,0.0000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,663102021,ST,SL,VN,,"PCBA,MAIN,I/F,4-14V,TSTD,QUICKSCAN D",C,12/17/2014,15498,F,Sub-Assy,HHS,QSDSK,QSDSKOTHERCOMPNT,HHS GENERAL DUTY,QS D Other RM/Subass,N,VN,8471.90.0000,29.2000,1,DD,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,663229011,ST,SL,VN,,"PCBA, GEL-7657, MAIN, USB, LITE, TSTD",C,12/17/2014,15498,F,Sub-Assy,HHS,QSDSK,QSDSKOTHERCOMPNT,HHS GENERAL DUTY,QS D Other RM/Subass,N,VN,8471.90.0000,12.3500,1,DD,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,663229021,ST,SL,VN,,"PCBA, GEL-7658, MAIN, RS/KBW LITE, TSTD",C,12/17/2014,15498,F,Sub-Assy,HHS,TD11X,TD11XOTHERCOMPNT,HHS GENERAL DUTY,TD11XX Other RM/Suba,N,VN,8471.90.0000,13.4400,1,DD,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,663229031,ST,SL,VN,,"PCBA,GEL-7659,MAIN,USB/RS/KBW, PR0 TSTD",C,12/17/2014,15498,F,Sub-Assy,HHS,TD11X,TD11XOTHERCOMPNT,HHS GENERAL DUTY,TD11XX Other RM/Suba,N,VN,8471.90.0000,15.7400,1,DD,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,663355012,ST,SL,SK,,GEL-7789 BASE ANT MATCH BC9030-433/910,C,07/31/2013,10773,F,CM - PCBA,HHS,PM950,PM950OTHERCOMPNT,HHS RUGGED,PS 95XX Mob Other RM,N,MY,8473.30.1180,2.7900,1,DD,,10.000,0.000,360,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,663377012,ST,SL,VN,,"GEL-7818 CONTACT BOARD CRADLE,BC2030",C,03/28/2014,13147,F,CM - PCBA,HHS,QM24X,QM24XOTHERCOMPNT,HHS GENERAL DUTY,QM24XX 2D Other RM/S,N,,,0.0000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,663438016,ST,SL,,DL00,"PCBA,GEL-7893,MAIN BT,SW-L2,TSTD",C,09/05/2016,21019,,CM - PCBA,HHS,GM44X,GM44XOTHERCOMPNT,HHS GENERAL DUTY,Gry 44XX Mob 2D Othe,N,,,21.5800,1,D0,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,663446012,ST,SL,VN,,GEL-7907 FX3+ TRIG. B. CCM APTINA,C,11/19/2014,15487,F,Sub-Assy,MOB,FLX3+,FLX3+OTHERCOMPNT,MC FULLY RUGGED,Falcon X3+ Other RM/,N,VN,,10.5200,1,DD,,9.000,0.000,360,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,663636013,ST,SL,,,GEL-8137 LASER RECEIVER COBALTO,C,09/16/2014,14777,,CM - PCBA,HHS,COB5L,COB5LOTHERCOMPNT,HHS PRESENTATION,Cobalto Other Compon,N,,,0.0000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,664785011,ST,SL,,,GEL-4806 LED BOARD,C,03/01/2011,Z_DLS_LOAD,F,CM - PCBA,HHS,GD4XX,GD4XXOTHERCOMPNT,HHS GENERAL DUTY,Gry 4XXX D Other RM/,N,SK,,0.0000,1,DD,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,664786022,ST,SL,,,GEL-4811 ANTENNA CRADLE 910,C,03/01/2011,Z_DLS_LOAD,,CM - PCBA,HHS,GM4XX,GM4XXOTHERCOMPNT,HHS GENERAL DUTY,Gry 4XXX Mob Other R,N,,,0.0000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,664791011,ST,SL,VN,,GEL-4825 HANDLE RIGID BOARD,C,10/31/2012,7606,F,CM - PCBA,HHS,GD4XX,GD4XXOTHERCOMPNT,HHS GENERAL DUTY,Gry 4XXX D Other RM/,N,SK,8473.30.1180,1.3400,1,DD,,160.000,44.833,18,0.000,45.000,46.000,49.000,44.000,49.000,45.000,26.000,34.000,53.000,44.000,50.000,53.000,0.000,70.000,45.000,45.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,664814012,ST,SL,,,GEL-4866 MATRONG RADIO ADAPTER,C,03/01/2011,Z_DLS_LOAD,,CM - PCBA,HHS,HHSBU,HHSBUOTHERCOMPNT,HHS OTHER,HHS BU Other RM/Suba,N,,,0.0000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,664825012,ST,SL,,,GEL-4884 MATRONG RADIO ADAPT.SHORTSTRIP,C,03/01/2011,Z_DLS_LOAD,,CM - PCBA,HHS,HHSBU,HHSBUOTHERCOMPNT,HHS OTHER,HHS BU Other RM/Suba,N,,,0.0000,1,,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,682340002,ST,SL,,,GEL-4858 M.BOARD + SW CRADLE BT IBM,C,09/19/2016,21344,E,CM - PCBA,HHS,GM4XX,GM4XXOTHERCOMPNT,HHS GENERAL DUTY,Gry 4XXX Mob Other R,N,,,0.0000,1,D0,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,682340032,ST,SL,,,GEL-4857 M.BOARD + SW CRADLE BT STD,C,09/19/2016,21344,E,CM - PCBA,HHS,GM4XX,GM4XXOTHERCOMPNT,HHS GENERAL DUTY,Gry 4XXX Mob Other R,N,,,0.0000,1,D0,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,682340042,ST,SL,,,GEL-4862 M.BOARD + SW CRADLE BT IBM,C,09/19/2016,21344,E,CM - PCBA,HHS,GM4XX,GM4XXOTHERCOMPNT,HHS GENERAL DUTY,Gry 4XXX Mob Other R,N,,,0.0000,1,D0,,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
